sgRNA	gene	CRISPR_C6596646.sample	ERS717283.plasmid
CST9L_CCDS13157.1_ex2_20:23548852-23548875:-_5-1	CST9L	407	363
SERPINE1_CCDS5711.1_ex1_7:100773849-100773872:+_5-4	SERPINE1	686	700
ZC3H12A_CCDS417.1_ex2_1:37947316-37947339:+_5-3	ZC3H12A	438	533
DERL1_CCDS47915.1_ex2_8:124033721-124033744:-_5-1	DERL1	224	514
SLAMF7_CCDS1209.1_ex2_1:160719671-160719694:+_16-11	SLAMF7	1037	509
C20orf96_CCDS12994.1_ex7_20:264602-264625:-_5-2	C20orf96	465	256
RPH3A_CCDS31904.1_ex6_12:113307718-113307741:-_5-3	RPH3A	1198	961
C2orf42_CCDS1899.1_ex7_2:70408584-70408607:-_5-1	C2orf42	349	416
CARD9_CCDS48057.1_ex9_9:139265587-139265610:-_5-3	CARD9	528	732
WNT10B_CCDS8775.1_ex2_12:49363909-49363932:-_5-2	WNT10B	720	972
MYO1D_CCDS32615.1_ex18_17:31102897-31102920:+_5-3	MYO1D	170	146
ZEB2_CCDS2186.1_ex4_2:145161626-145161649:+_5-4	ZEB2	589	666
OSGIN2_CCDS47888.1_ex3_8:90926827-90926850:-_5-2	OSGIN2	71	114
BCAT2_CCDS12735.1_ex5_19:49303008-49303031:+_5-2	BCAT2	295	301
OPRK1_CCDS6152.1_ex0_8:54142336-54142359:-_5-3	OPRK1	589	387
KRBOX4_CCDS14267.1_ex1_X:46322303-46322326:-_5-3	KRBOX4	364	503
C20orf202_CCDS46567.1_ex1_20:1187507-1187530:-_5-3	C20orf202	618	441
PGLYRP4_CCDS30871.1_ex5_1:153317741-153317764:+_5-3	PGLYRP4	91	51
E2F3_CCDS4545.1_ex2_6:20481515-20481538:-_5-1	E2F3	445	472
GIPC3_CCDS32871.1_ex2_19:3586975-3586998:+_5-4	GIPC3	201	439
IGDCC4_CCDS10206.1_ex14_15:65689196-65689219:+_5-4	IGDCC4	267	467
PACSIN3_CCDS31481.1_ex7_11:47204001-47204024:+_5-5	PACSIN3	443	534
SLC39A13_CCDS44592.1_ex3_11:47435038-47435061:-_5-5	SLC39A13	896	764
TRDMT1_CCDS7114.1_ex8_10:17210899-17210922:+_5-5	TRDMT1	293	543
HIST1H2AM_CCDS4639.1_ex0_6:27860734-27860757:-_5-2	HIST1H2AM	0	452
ZNF707_CCDS47932.1_ex3_8:144775881-144775904:-_5-1	ZNF707	473	601
HPN_CCDS32993.1_ex7_19:35551517-35551540:+_5-5	HPN	337	385
ZFAND1_CCDS55250.1_ex2_8:82627058-82627081:+_5-3	ZFAND1	525	669
ST8SIA2_CCDS10372.1_ex2_15:92977583-92977606:+_5-4	ST8SIA2	724	654
GCH1_CCDS41954.1_ex5_14:55369243-55369266:+_5-5	GCH1	782	689
CHRNA10_CCDS7745.1_ex1_11:3688827-3688850:+_5-2	CHRNA10	533	563
GPR62_CCDS2838.1_ex0_3:51990338-51990361:+_5-4	GPR62	510	1074
FZD8_CCDS7192.1_ex0_10:35929639-35929662:+_5-4	FZD8	425	515
SLC7A9_CCDS12425.1_ex9_19:33355175-33355198:-_5-3	SLC7A9	348	260
TMEM51_CCDS154.1_ex1_1:15545860-15545883:+_5-3	TMEM51	0	1
FRMPD2_CCDS31195.1_ex16_10:49420087-49420110:+_5-2	FRMPD2	544	620
PXMP2_CCDS9279.1_ex1_12:133266952-133266975:-_5-3	PXMP2	330	205
ESRRA_CCDS41667.1_ex2_11:64081734-64081757:+_5-2	ESRRA	61	129
ABCG8_CCDS1815.1_ex3_2:44078875-44078898:-_5-1	ABCG8	922	568
COA4_CCDS8225.1_ex0_11:73584296-73584319:-_5-4	COA4	908	836
C1D_CCDS1883.1_ex1_2:68273142-68273165:-_5-3	C1D	0	47
HS3ST5_CCDS34517.1_ex0_6:114379318-114379341:-_5-5	HS3ST5	388	438
GNMT_CCDS4876.1_ex0_6:42928629-42928652:-_5-1	GNMT	976	995
HOPX_CCDS3507.1_ex1_4:57522016-57522039:+_7-3	HOPX	310	1618
POLI_CCDS11954.2_ex2_18:51800393-51800416:-_5-2	POLI	28	18
ACKR4_CCDS3075.1_ex0_3:132319419-132319442:-_5-1	ACKR4	120	229
SEC11C_CCDS11970.1_ex1_18:56816752-56816775:-_5-1	SEC11C	83	105
SPRR2G_CCDS30868.1_ex0_1:153122416-153122439:+_4-1	SPRR2G	1184	732
SIRPG_CCDS13020.2_ex3_20:1629866-1629889:-_6-3	SIRPG	162	416
WIPF1_CCDS2260.1_ex3_2:175437002-175437025:-_5-3	WIPF1	601	575
ST14_CCDS8487.1_ex10_11:130066482-130066505:-_5-5	ST14	209	264
IFT57_CCDS2951.1_ex9_3:107938250-107938273:+_5-4	IFT57	187	258
PHF21A_CCDS31474.1_ex11_11:45992716-45992739:+_5-4	PHF21A	365	496
SUPT6H_CCDS32596.1_ex7_17:27005096-27005119:+_5-1	SUPT6H	227	451
BCAS3_CCDS11626.1_ex4_17:58824590-58824613:+_5-1	BCAS3	323	360
CHDC2_CCDS14238.1_ex3_X:36103467-36103490:-_5-4	CHDC2	40	18
TSKS_CCDS12780.1_ex10_19:50266333-50266356:-_5-5	TSKS	345	476
ZFR_CCDS34139.1_ex15_5:32415150-32415173:+_5-3	ZFR	455	818
PUS1_CCDS31928.1_ex2_12:132423711-132423734:+_5-4	PUS1	603	737
MYOCD_CCDS11163.1_ex5_17:12639594-12639617:-_5-2	MYOCD	598	547
METTL9_CCDS10598.2_ex1_16:21624133-21624156:+_5-3	METTL9	15	13
ZBTB22_CCDS4775.1_ex0_6:33283940-33283963:+_5-3	ZBTB22	585	528
C1RL_CCDS8573.1_ex2_12:7252502-7252525:-_5-2	C1RL	902	696
TPD52_CCDS34912.1_ex4_8:80976711-80976734:-_5-5	TPD52	48	59
TERT_CCDS3861.2_ex14_5:1294552-1294575:+_5-4	TERT	1221	902
ZNF441_CCDS12266.2_ex3_19:11890925-11890948:+_5-3	ZNF441	51	80
INSR_CCDS12176.1_ex17_19:7172358-7172381:-_5-2	INSR	688	917
ZFP36_CCDS12534.2_ex1_19:39898825-39898848:-_5-5	ZFP36	123	238
MLXIPL_CCDS47605.1_ex11_7:73020400-73020423:+_5-2	MLXIPL	744	1120
SPSB2_CCDS8567.1_ex1_12:6981792-6981815:-_5-4	SPSB2	844	724
HEPH_CCDS14384.3_ex7_X:65413362-65413385:+_5-4	HEPH	594	347
LCN1_CCDS6991.1_ex2_9:138415122-138415145:+_5-5	LCN1	31	179
SCGB1D1_CCDS8015.1_ex1_11:61959589-61959612:-_5-3	SCGB1D1	250	270
ZSCAN9_CCDS4646.1_ex0_6:28194948-28194971:+_5-1	ZSCAN9	593	433
ENPP5_CCDS4915.1_ex2_6:46135754-46135777:-_5-5	ENPP5	16	24
C14orf159_CCDS32141.1_ex1_14:91633632-91633655:-_5-1	C14orf159	302	427
TMX3_CCDS32840.1_ex5_18:66351663-66351686:-_5-1	TMX3	187	47
WISP1_CCDS6371.1_ex3_8:134237725-134237748:-_17-12	WISP1	231	192
CAMKK1_CCDS11038.1_ex14_17:3788651-3788674:+_5-2	CAMKK1	377	268
SHMT1_CCDS11196.1_ex6_17:18244045-18244068:+_5-4	SHMT1	299	480
PRR9_CCDS55639.1_ex0_1:153190742-153190765:+_5-2	PRR9	342	383
EBNA1BP2_CCDS478.1_ex6_1:43637249-43637272:-_5-3	EBNA1BP2	154	474
KIAA1468_CCDS11979.2_ex0_18:59855153-59855176:+_5-2	KIAA1468	454	462
PGLYRP2_CCDS12330.2_ex3_19:15587166-15587189:-_5-5	PGLYRP2	138	234
RNF17_CCDS9308.2_ex4_13:25353851-25353874:-_5-3	RNF17	230	219
HTATSF1_CCDS14657.1_ex0_X:135579943-135579966:-_5-1	HTATSF1	225	458
GRPEL1_CCDS3396.1_ex0_4:7062809-7062832:-_5-1	GRPEL1	1	410
C14orf183_CCDS45101.1_ex3_14:50558323-50558346:-_5-5	C14orf183	278	210
AGAP2_CCDS44932.1_ex14_12:58127944-58127967:-_5-3	AGAP2	300	590
DNAJA3_CCDS10515.1_ex4_16:4492282-4492305:+_5-2	DNAJA3	41	307
PGLYRP2_CCDS12330.2_ex3_19:15586616-15586639:-_5-1	PGLYRP2	631	615
LTA4H_CCDS58266.1_ex9_12:96412619-96412642:+_5-2	LTA4H	104	81
DNAJC30_CCDS5556.1_ex0_7:73097398-73097421:-_5-1	DNAJC30	1708	1395
NUDCD2_CCDS4361.1_ex3_5:162886946-162886969:-_5-5	NUDCD2	595	613
CYSTM1_CCDS4221.1_ex0_5:139574121-139574144:+_5-1	CYSTM1	558	428
SFXN5_CCDS1922.1_ex9_2:73249686-73249709:+_5-2	SFXN5	659	413
STARD6_CCDS11955.1_ex4_18:51880448-51880471:-_5-5	STARD6	37	24
CECR6_CCDS13740.1_ex0_22:17601600-17601623:-_9-8	CECR6	889	696
SMIM5_CCDS54165.1_ex0_17:73636349-73636372:+_5-1	SMIM5	281	802
CYP4F11_CCDS12337.1_ex10_19:16040368-16040391:-_5-5	CYP4F11	0	1
NSD1_CCDS4412.1_ex5_5:176665263-176665286:-_5-5	NSD1	540	519
MON1B_CCDS10925.1_ex2_16:77228667-77228690:+_5-5	MON1B	1008	883
RAB39A_CCDS8338.1_ex1_11:107832839-107832862:+_5-4	RAB39A	128	68
EZH1_CCDS32659.1_ex12_17:40870541-40870564:+_5-3	EZH1	526	641
C9orf66_CCDS6439.1_ex0_9:215233-215256:-_5-4	C9orf66	342	624
TMEM30A_CCDS47453.1_ex5_6:75994260-75994283:-_5-5	TMEM30A	190	207
ASB12_CCDS14378.2_ex1_X:63445256-63445279:+_5-3	ASB12	253	299
EDN1_CCDS4522.1_ex2_6:12294168-12294191:+_5-2	EDN1	379	444
LYZL6_CCDS11302.1_ex2_17:34264800-34264823:+_5-2	LYZL6	171	295
AOC3_CCDS11444.1_ex0_17:41004815-41004838:+_10-4	AOC3	189	171
YIPF5_CCDS4279.1_ex2_5:143543747-143543770:-_5-4	YIPF5	81	76
EPGN_CCDS59475.1_ex2_4:75177919-75177942:-_7-3	EPGN	67	87
H2BFWT_CCDS35362.1_ex1_X:103268116-103268139:+_5-5	H2BFWT	420	421
SHISA3_CCDS33979.1_ex0_4:42400204-42400227:+_5-2	SHISA3	1145	767
MAST2_CCDS41326.1_ex20_1:46495795-46495818:-_5-5	MAST2	551	759
IFT74_CCDS43793.1_ex5_9:26988677-26988700:+_5-5	IFT74	17	6
E2F4_CCDS32464.1_ex1_16:67226673-67226696:-_5-2	E2F4	515	493
AKT1S1_CCDS12784.1_ex3_19:50376387-50376410:+_5-5	AKT1S1	501	756
LPA_CCDS43523.1_ex22_6:161027623-161027646:+_5-5	LPA	1	2
FAM53C_CCDS4204.1_ex2_5:137680617-137680640:-_5-2	FAM53C	395	349
MKNK2_CCDS12079.1_ex6_19:2042771-2042794:+_5-3	MKNK2	272	399
NAE1_CCDS10820.1_ex11_16:66851352-66851375:+_5-3	NAE1	41	177
SCAPER_CCDS53961.1_ex19_15:77057759-77057782:-_5-3	SCAPER	1405	1049
GTF2E2_CCDS6078.1_ex3_8:30469893-30469916:+_5-2	GTF2E2	2	67
FAM120AOS_CCDS6705.1_ex2_9:96214625-96214648:+_4-1	FAM120AOS	1013	862
PTRH1_CCDS35147.1_ex3_9:130477423-130477446:+_5-4	PTRH1	653	694
HIP1_CCDS34669.1_ex16_7:75187517-75187540:-_5-1	HIP1	211	163
ZIK1_CCDS33135.1_ex3_19:58101703-58101726:-_5-3	ZIK1	858	656
YJEFN3_CCDS42530.1_ex4_19:19646210-19646233:-_5-4	YJEFN3	523	887
ST8SIA6_CCDS31158.1_ex2_10:17369082-17369105:-_5-1	ST8SIA6	372	362
FANK1_CCDS31309.1_ex3_10:127684045-127684068:+_5-4	FANK1	119	258
JPH1_CCDS6217.1_ex3_8:75227414-75227437:-_5-1	JPH1	3	4
TACC3_CCDS3352.1_ex2_4:1730337-1730360:+_5-4	TACC3	243	199
HSD11B1L_CCDS12144.1_ex2_19:5687374-5687397:-_5-1	HSD11B1L	177	433
LEFTY2_CCDS1549.1_ex3_1:226128705-226128728:-_3-3	LEFTY2	349	533
TTBK1_CCDS34455.1_ex5_6:43222799-43222822:-_5-1	TTBK1	324	488
NMNAT2_CCDS1353.1_ex8_1:183261967-183261990:+_5-4	NMNAT2	488	625
GKN1_CCDS1891.2_ex1_2:69204666-69204689:-_5-1	GKN1	11	17
ANXA4_CCDS1894.1_ex2_2:70031679-70031702:-_5-1	ANXA4	83	58
CHID1_CCDS44510.1_ex9_11:903008-903031:-_5-4	CHID1	739	602
PRDX5_CCDS8069.1_ex1_11:64087219-64087242:-_9-3	PRDX5	697	576
HCRTR2_CCDS4956.1_ex0_6:55039564-55039587:+_5-2	HCRTR2	1857	1418
ZFHX3_CCDS10908.1_ex1_16:72832384-72832407:+_5-2	ZFHX3	711	493
SRSF10_CCDS30629.1_ex1_1:24298057-24298080:+_9-2	SRSF10	95	152
USP27X_CCDS65260.1_ex0_X:49645121-49645144:-_5-1	USP27X	120	179
KIAA1147_CCDS47726.1_ex6_7:141385307-141385330:+_5-3	KIAA1147	362	194
ATP5A1_CCDS11927.1_ex9_18:43671699-43671722:-_5-5	ATP5A1	39	371
CDKN2B_CCDS6512.1_ex1_9:22008849-22008872:-_6-5	CDKN2B	232	216
CCT2_CCDS55843.1_ex3_12:69982019-69982042:+_5-2	CCT2	416	428
G6PD_CCDS14756.2_ex10_X:153764354-153764377:-_5-5	G6PD	648	580
SNX10_CCDS5399.1_ex4_7:26411482-26411505:-_9-5	SNX10	194	210
ECT2_CCDS3220.1_ex9_3:172482265-172482288:+_5-5	ECT2	0	72
KAT8_CCDS10706.1_ex4_16:31138575-31138598:+_5-5	KAT8	33	370
U2AF2_CCDS12933.1_ex4_19:56172437-56172460:+_5-4	U2AF2	16	614
FBXW9_CCDS12278.2_ex9_19:12807073-12807096:+_5-3	FBXW9	686	730
FAM13A_CCDS34029.1_ex10_4:89680012-89680035:+_5-2	FAM13A	328	569
SCIMP_CCDS42242.1_ex1_17:5118251-5118274:+_5-2	SCIMP	111	215
CD244_CCDS1210.1_ex7_1:160811507-160811530:+_5-3	CD244	14	17
LSM1_CCDS6103.1_ex0_8:38021310-38021333:+_5-1	LSM1	283	299
COPS7B_CCDS2488.1_ex3_2:232660892-232660915:+_6-2	COPS7B	213	397
CTAGE5_CCDS58316.1_ex14_14:39783981-39784004:+_5-4	CTAGE5	123	182
ASB4_CCDS5641.1_ex1_7:95125124-95125147:+_5-2	ASB4	1263	679
AOC3_CCDS11444.1_ex2_17:41007526-41007549:+_10-9	AOC3	126	624
SMIM2_CCDS61320.1_ex1_13:44734859-44734882:-_5-4	SMIM2	439	579
SSRP1_CCDS7952.1_ex9_11:57099677-57099700:+_5-2	SSRP1	2	412
LRFN4_CCDS8153.1_ex0_11:66625331-66625354:+_5-1	LRFN4	1443	1051
ING1_CCDS9515.1_ex1_13:111371796-111371819:+_10-7	ING1	399	457
ANKRD32_CCDS4071.2_ex2_5:93966409-93966432:-_5-1	ANKRD32	187	165
LONP1_CCDS12148.1_ex9_19:5700913-5700936:-_5-2	LONP1	94	442
CDK1_CCDS44408.1_ex1_10:62544557-62544580:-_5-1	CDK1	11	389
IL2RB_CCDS13942.1_ex4_22:37533727-37533750:+_5-2	IL2RB	414	534
KBTBD2_CCDS34614.1_ex2_7:32919074-32919097:-_5-5	KBTBD2	173	94
RAVER2_CCDS41345.1_ex2_1:65243684-65243707:-_5-4	RAVER2	43	22
PHACTR2_CCDS43512.1_ex1_6:144033229-144033252:+_5-1	PHACTR2	176	159
SHD_CCDS12125.1_ex2_19:4283044-4283067:+_5-5	SHD	478	452
CST9L_CCDS13157.1_ex2_20:23548875-23548898:-_5-2	CST9L	246	271
C9orf96_CCDS35169.1_ex2_9:136249650-136249673:+_5-1	C9orf96	574	601
RCOR2_CCDS8052.1_ex4_11:63681540-63681563:+_5-1	RCOR2	267	305
IL10RB_CCDS13623.1_ex1_21:34640800-34640823:+_5-1	IL10RB	221	264
MAPK14_CCDS4815.1_ex3_6:36040660-36040683:-_5-3	MAPK14	583	433
TEKT5_CCDS10542.1_ex5_16:10783785-10783808:+_5-1	TEKT5	566	516
CYP27C1_CCDS33285.1_ex4_2:127957060-127957083:-_5-2	CYP27C1	437	383
MUC20_CCDS63877.1_ex1_3:195452675-195452698:-_5-5	MUC20	329	559
PAFAH2_CCDS270.1_ex5_1:26310498-26310521:-_5-3	PAFAH2	633	697
ANKZF1_CCDS42821.1_ex5_2:220098117-220098140:-_5-1	ANKZF1	699	528
SUDS3_CCDS44993.1_ex1_12:118817952-118817975:+_5-2	SUDS3	80	116
HYAL4_CCDS5789.1_ex0_7:123508439-123508462:+_5-1	HYAL4	66	77
PLXNB2_CCDS43035.1_ex31_22:50726374-50726397:+_5-3	PLXNB2	1026	719
NUTM2F_CCDS47994.1_ex4_9:97084564-97084587:-_5-3	NUTM2F	504	753
OSBP2_CCDS43002.1_ex5_22:31285183-31285206:+_5-1	OSBP2	458	529
POLR3C_CCDS921.1_ex12_1:145608619-145608642:-_5-5	POLR3C	0	316
TBC1D15_CCDS31858.1_ex2_12:72266709-72266732:+_5-1	TBC1D15	318	330
TWF1_CCDS31780.2_ex3_12:44191556-44191579:+_5-1	TWF1	138	151
TMEM255A_CCDS14597.1_ex5_X:119421045-119421068:+_5-1	TMEM255A	485	438
SGK223_CCDS43706.1_ex3_8:8234450-8234473:+_5-3	SGK223	796	580
TUBB3_CCDS10988.1_ex3_16:90001452-90001475:+_8-8	TUBB3	723	789
OTOS_CCDS2533.1_ex0_2:241078663-241078686:-_5-1	OTOS	862	482
MID2_CCDS14532.2_ex1_X:107084197-107084220:+_5-2	MID2	208	236
SKP1_CCDS4171.1_ex3_5:133502880-133502903:+_5-4	SKP1	14	222
SNX7_CCDS755.2_ex5_1:99164351-99164374:-_5-5	SNX7	394	426
NFATC2_CCDS13437.1_ex8_20:50139737-50139760:-_5-3	NFATC2	420	486
EVX1_CCDS5413.1_ex0_7:27282948-27282971:+_5-2	EVX1	842	613
TMEM198_CCDS33385.1_ex1_2:220412469-220412492:+_5-4	TMEM198	1527	953
ZEB1_CCDS44370.1_ex6_10:31809505-31809528:+_5-5	ZEB1	166	168
HORMAD1_CCDS55633.1_ex7_1:150681379-150681402:-_5-4	HORMAD1	417	300
USP11_CCDS14277.1_ex3_X:47099289-47099312:-_5-3	USP11	380	224
EBF2_CCDS43726.1_ex11_8:25897600-25897623:-_5-3	EBF2	783	753
KLHL25_CCDS10339.1_ex0_15:86312888-86312911:-_5-4	KLHL25	924	676
HUWE1_CCDS35301.1_ex39_X:53602637-53602660:+_5-1	HUWE1	126	428
UGGT2_CCDS9480.1_ex27_13:96622450-96622473:-_5-2	UGGT2	516	304
IGJ_CCDS3545.1_ex1_4:71522989-71523012:-_5-4	IGJ	76	196
C1orf198_CCDS1587.1_ex1_1:230979372-230979395:+_7-3	C1orf198	516	426
OXTR_CCDS2570.1_ex1_3:8809198-8809221:+_5-1	OXTR	444	639
ATAD3C_CCDS44039.1_ex9_1:1396158-1396181:-_5-4	ATAD3C	846	542
FAM122A_CCDS6623.1_ex0_9:71395313-71395336:-_5-2	FAM122A	492	666
EPHB2_CCDS229.2_ex2_1:23110981-23111004:-_5-1	EPHB2	410	289
SPATA3_CCDS2481.1_ex0_2:231861159-231861182:-_5-3	SPATA3	560	454
SMS_CCDS14203.1_ex1_X:21985395-21985418:-_5-1	SMS	57	111
ANKRD54_CCDS13959.1_ex5_22:38234520-38234543:-_5-2	ANKRD54	405	415
EMILIN1_CCDS1733.1_ex3_2:27305358-27305381:+_5-5	EMILIN1	643	591
CCL17_CCDS10780.1_ex1_16:57449043-57449066:-_5-2	CCL17	414	360
NPY2R_CCDS3791.1_ex0_4:156135221-156135244:-_5-2	NPY2R	291	421
DDX43_CCDS4977.1_ex0_6:74104745-74104768:-_5-2	DDX43	377	485
ARHGAP19_CCDS58092.1_ex10_10:99025639-99025662:+_5-5	ARHGAP19	609	460
UTP14C_CCDS31978.1_ex0_13:52603332-52603355:+_5-2	UTP14C	140	202
HGF_CCDS47626.1_ex15_7:81388055-81388078:+_5-3	HGF	177	228
PCDHGA10_CCDS47292.1_ex0_5:140793402-140793425:+_5-3	PCDHGA10	494	552
STK32C_CCDS7666.1_ex11_10:134121181-134121204:+_5-5	STK32C	839	887
TMEM260_CCDS9727.2_ex2_14:57052472-57052495:+_5-2	TMEM260	559	566
ZNF706_CCDS6291.1_ex1_8:102213828-102213851:+_5-2	ZNF706	599	893
PPP1R26_CCDS6988.1_ex0_9:138377229-138377252:-_5-2	PPP1R26	425	685
ECHDC2_CCDS55600.1_ex7_1:53377252-53377275:-_5-3	ECHDC2	361	369
PTTG1IP_CCDS68221.1_ex0_21:46271452-46271475:+_9-2	PTTG1IP	784	688
ANO7_CCDS33423.1_ex1_2:242129573-242129596:-_5-4	ANO7	595	780
RPL35_CCDS6858.1_ex2_9:127623721-127623744:-_5-5	RPL35	20	358
TYW3_CCDS53334.1_ex1_1:75202244-75202267:+_5-3	TYW3	538	295
MAPRE2_CCDS11910.1_ex3_18:32681899-32681922:+_5-2	MAPRE2	72	94
CDC73_CCDS1382.1_ex1_1:193094323-193094346:-_5-2	CDC73	10	198
RPF2_CCDS5088.1_ex5_6:111320929-111320952:-_5-4	RPF2	1	239
CCDC127_CCDS3852.1_ex0_5:205999-206022:+_5-5	CCDC127	526	692
MAGEA10_CCDS14705.1_ex0_X:151303872-151303895:-_5-5	MAGEA10	145	273
SP140_CCDS33392.1_ex2_2:231103046-231103069:-_5-5	SP140	480	235
TRAPPC6A_CCDS12655.1_ex3_19:45668199-45668222:-_7-5	TRAPPC6A	759	626
WFDC8_CCDS13361.1_ex2_20:44184482-44184505:+_5-1	WFDC8	589	395
PSMC4_CCDS12547.1_ex2_19:40478379-40478402:+_5-1	PSMC4	53	568
ALDH18A1_CCDS31257.1_ex11_10:97392763-97392786:-_5-2	ALDH18A1	889	598
LAD1_CCDS1410.1_ex6_1:201354911-201354934:-_5-1	LAD1	196	375
H6PD_CCDS101.1_ex1_1:9307044-9307067:+_5-2	H6PD	343	347
AK1_CCDS6881.1_ex1_9:130630717-130630740:-_5-1	AK1	493	528
C2orf48_CCDS1670.1_ex2_2:10350452-10350475:-_5-4	C2orf48	113	273
HUNK_CCDS13610.1_ex6_21:33346888-33346911:-_5-5	HUNK	394	423
HMGB2_CCDS3816.1_ex2_4:174254325-174254348:-_5-4	HMGB2	71	62
IGFALS_CCDS10446.1_ex0_16:1841580-1841603:+_5-2	IGFALS	596	610
DZIP1_CCDS9477.1_ex17_13:96293605-96293628:-_5-2	DZIP1	227	220
PDHX_CCDS44569.1_ex8_11:35006120-35006143:+_5-5	PDHX	290	224
OTUD6B_CCDS6253.2_ex3_8:92090800-92090823:-_5-4	OTUD6B	397	315
KDELC1_CCDS9504.1_ex9_13:103450862-103450885:+_5-4	KDELC1	384	225
CHD8_CCDS45081.1_ex24_14:21875156-21875179:+_5-3	CHD8	234	754
TSC22D3_CCDS14530.1_ex0_X:106957804-106957827:+_13-1	TSC22D3	411	415
NR2C2AP_CCDS32967.1_ex2_19:19313354-19313377:+_5-4	NR2C2AP	199	829
ERN2_CCDS32407.1_ex19_16:23721854-23721877:-_5-4	ERN2	658	647
KIAA1671_CCDS46676.1_ex0_22:25425481-25425504:-_5-2	KIAA1671	673	582
GPR116_CCDS4919.1_ex10_6:46839667-46839690:+_5-3	GPR116	686	692
MPPED2_CCDS44560.1_ex4_11:30557579-30557602:-_5-3	MPPED2	1058	757
CCL2_CCDS11277.1_ex2_17:32583748-32583771:-_5-5	CCL2	590	541
RSPH9_CCDS4905.1_ex0_6:43612997-43613020:+_5-1	RSPH9	478	634
SNRNP35_CCDS45005.1_ex1_12:123950195-123950218:+_5-1	SNRNP35	51	384
COL9A2_CCDS450.1_ex17_1:40775789-40775812:-_5-1	COL9A2	943	577
LSM1_CCDS6103.1_ex1_8:38027365-38027388:-_5-2	LSM1	29	105
PPFIA1_CCDS31627.1_ex5_11:70172710-70172733:+_5-3	PPFIA1	196	241
PRAMEF22_CCDS41256.1_ex1_1:13036470-13036493:-_5-4	PRAMEF22	213	457
PCDHGA2_CCDS47289.1_ex0_5:140718971-140718994:-_5-1	PCDHGA2	666	685
TAC4_CCDS42357.1_ex3_17:47921469-47921492:-_8-4	TAC4	0	104
ALDH1A3_CCDS10389.1_ex1_15:101425486-101425509:+_5-1	ALDH1A3	144	199
NDUFA12_CCDS58263.1_ex1_12:95396563-95396586:-_5-4	NDUFA12	96	146
ETNK1_CCDS41760.1_ex0_12:22778183-22778206:-_5-1	ETNK1	879	745
HOXA13_CCDS5412.1_ex1_7:27239062-27239085:-_5-1	HOXA13	292	370
C5orf15_CCDS4167.1_ex1_5:133295557-133295580:-_5-3	C5orf15	56	4
LPXN_CCDS53635.1_ex4_11:58318620-58318643:+_5-3	LPXN	545	534
UNC5B_CCDS58083.1_ex6_10:73048382-73048405:+_5-4	UNC5B	298	279
HM13_CCDS13182.1_ex2_20:30125971-30125994:+_5-3	HM13	191	281
CEP250_CCDS13255.1_ex5_20:34055213-34055236:+_5-3	CEP250	447	406
ACR_CCDS14101.1_ex1_22:51177845-51177868:+_5-2	ACR	162	347
SLC39A1_CCDS1055.1_ex0_1:153932963-153932986:+_5-1	SLC39A1	461	408
CIRH1A_CCDS10872.1_ex3_16:69173722-69173745:-_5-2	CIRH1A	15	421
PPP3R2_CCDS6759.1_ex0_9:104357047-104357070:+_5-4	PPP3R2	532	607
NBPF4_CCDS44182.1_ex7_1:108778936-108778959:-_5-2	NBPF4	376	1066
TXNDC9_CCDS2044.1_ex1_2:99938559-99938582:+_5-2	TXNDC9	84	182
RPE65_CCDS643.1_ex7_1:68905237-68905260:+_5-1	RPE65	31	23
RNASEH2B_CCDS45047.1_ex3_13:51504873-51504896:+_5-3	RNASEH2B	102	193
ZNF467_CCDS5899.1_ex0_7:149463173-149463196:-_5-4	ZNF467	669	473
C15orf61_CCDS45289.1_ex0_15:67813846-67813869:+_5-5	C15orf61	501	485
TDRD6_CCDS34470.1_ex0_6:46658324-46658347:-_5-5	TDRD6	368	389
SPCS1_CCDS33769.2_ex0_3:52740151-52740174:-_5-1	SPCS1	129	488
TGM3_CCDS33435.1_ex4_20:2293635-2293658:+_5-3	TGM3	934	665
PMF1-BGLAP_CCDS55650.1_ex1_1:156202113-156202136:-_3-1	PMF1-BGLAP	48	227
RNF149_CCDS2051.1_ex6_2:101924872-101924895:+_5-4	RNF149	1075	929
FDXACB1_CCDS44729.1_ex3_11:111749412-111749435:-_5-4	FDXACB1	345	488
FANCG_CCDS6574.1_ex10_9:35078151-35078174:+_5-5	FANCG	652	473
PRSS57_CCDS12041.1_ex2_19:691949-691972:-_5-3	PRSS57	981	623
ASB10_CCDS47749.2_ex2_7:150883519-150883542:-_5-3	ASB10	542	480
KDM6A_CCDS14265.1_ex15_X:44922965-44922988:-_5-4	KDM6A	846	592
SAMD4B_CCDS33020.1_ex0_19:39847622-39847645:+_5-1	SAMD4B	261	366
FLT1_CCDS53860.1_ex12_13:29041182-29041205:-_5-4	FLT1	601	364
ICT1_CCDS11711.1_ex4_17:73016635-73016658:+_5-5	ICT1	219	474
TOX3_CCDS54008.1_ex4_16:52497957-52497980:-_5-4	TOX3	674	651
RGS18_CCDS1374.1_ex2_1:192129547-192129570:+_5-3	RGS18	156	300
GDF15_CCDS12376.1_ex0_19:18497160-18497183:+_5-2	GDF15	506	378
BNC2_CCDS6482.2_ex4_9:16727862-16727885:-_5-5	BNC2	190	77
RAI2_CCDS14183.1_ex0_X:17819570-17819593:+_5-3	RAI2	383	306
