sgRNA	gene	CRISPR_C6976519.sample	CRISPR_C6596666.sample
PVRL2_CCDS12645.1_ex1_19:45368610-45368633:-_5-1	PVRL2	409	294
ELFN2_CCDS33642.1_ex0_22:37771391-37771414:-_5-5	ELFN2	937	810
DMTF1_CCDS47633.1_ex1_7:86802884-86802907:-_5-1	DMTF1	524	330
MCM10_CCDS7095.1_ex4_10:13217577-13217600:+_5-4	MCM10	34	147
sgTBCK_7	TBCK_LS	346	221
POLG2_CCDS32706.1_ex7_17:62492941-62492964:-_5-4	POLG2	619	534
PDCL2_CCDS47059.1_ex3_4:56447039-56447062:-_5-5	PDCL2	445	334
CRHBP_CCDS4034.1_ex3_5:76251482-76251505:+_5-3	CRHBP	385	342
OXSR1_CCDS2675.1_ex5_3:38263131-38263154:-_5-3	OXSR1	356	323
ADH6_CCDS3647.1_ex2_4:100130074-100130097:-_5-1	ADH6	283	260
SERPINA7_CCDS14518.1_ex3_X:105280881-105280904:-_5-4	SERPINA7	958	687
KRTAP26-1_CCDS13588.1_ex0_21:31692132-31692155:-_5-3	KRTAP26-1	849	567
EXOC3L2_CCDS12657.1_ex3_19:45721462-45721485:+_5-3	EXOC3L2	528	624
sgUSP7_8	USP7_LS	571	520
GRIA2_CCDS3797.1_ex8_4:158255157-158255180:-_5-5	GRIA2	589	349
ZSWIM8_CCDS44440.1_ex9_10:75551659-75551682:+_5-4	ZSWIM8	273	471
BUD31_CCDS5663.1_ex1_7:99013851-99013874:-_5-4	BUD31	485	312
LIMD2_CCDS11641.1_ex1_17:61776276-61776299:-_5-5	LIMD2	742	714
ZNF346_CCDS4409.1_ex3_5:176471518-176471541:+_5-5	ZNF346	541	432
TEN1_CCDS45780.2_ex1_17:73987567-73987590:+_5-2	TEN1	363	501
KRT85_CCDS8824.1_ex8_12:52761103-52761126:-_5-5	KRT85	511	407
FAM175A_CCDS3605.2_ex3_4:84390195-84390218:+_5-1	FAM175A	853	559
sgCCDC101_10	CCDC101_LS	377	444
NCOR2_CCDS41857.2_ex45_12:124979691-124979714:-_5-5	NCOR2	888	701
sgALPK3_2	ALPK3_LS	327	507
SLCO1A2_CCDS8686.1_ex7_12:21453456-21453479:-_5-2	SLCO1A2	1418	934
SPRYD3_CCDS8845.1_ex9_12:53470959-53470982:-_5-5	SPRYD3	677	598
UNC45A_CCDS10367.1_ex7_15:91486235-91486258:-_5-4	UNC45A	626	423
GAREM_CCDS11905.1_ex2_18:29867742-29867765:+_5-3	GAREM	132	185
LZIC_CCDS107.1_ex3_1:9994875-9994898:+_5-3	LZIC	521	399
KRTAP1-1_CCDS42324.1_ex0_17:39197461-39197484:-_5-4	KRTAP1-1	194	410
PLEKHS1_CCDS53580.1_ex6_10:115531749-115531772:-_5-4	PLEKHS1	88	188
GPR39_CCDS2170.1_ex0_2:133175149-133175172:-_5-4	GPR39	944	602
SLC16A12_CCDS7404.2_ex2_10:91198847-91198870:+_5-2	SLC16A12	436	462
EMR3_CCDS12315.1_ex12_19:14772890-14772913:+_5-5	EMR3	181	165
MAP7_CCDS5178.1_ex9_6:136687461-136687484:+_5-2	MAP7	690	481
sgSGK3_2	SGK3_LS	408	359
LY6H_CCDS47926.1_ex0_8:144239846-144239869:+_5-2	LY6H	422	312
HSPD1_CCDS33357.1_ex9_2:198361927-198361950:+_5-3	HSPD1	312	552
KTN1_CCDS41957.1_ex4_14:56094724-56094747:+_5-4	KTN1	496	361
FUT7_CCDS7022.1_ex0_9:139925739-139925762:+_5-3	FUT7	347	746
TRAPPC5_CCDS42490.1_ex0_19:7747513-7747536:+_5-5	TRAPPC5	1039	780
FOXS1_CCDS13192.1_ex0_20:30432902-30432925:+_5-1	FOXS1	732	554
C16orf78_CCDS10738.1_ex2_16:49412415-49412438:+_5-3	C16orf78	451	433
DOCK8_CCDS55283.1_ex12_9:368118-368141:+_5-2	DOCK8	528	590
ROBO4_CCDS8455.1_ex16_11:124767021-124767044:-_5-5	ROBO4	636	337
CTRL00053	NON-TARGETING	272	324
XIRP1_CCDS2683.1_ex0_3:39230009-39230032:-_5-3	XIRP1	873	667
ADC_CCDS375.1_ex4_1:33560205-33560228:+_5-5	ADC	560	384
KIAA1804_CCDS1598.1_ex0_1:233464120-233464143:+_5-2	KIAA1804	502	568
sgTAF13_5	TAF13_LS	281	355
SFTPD_CCDS7362.1_ex6_10:81706285-81706308:+_5-5	SFTPD	906	648
JAKMIP1_CCDS3385.1_ex9_4:6087173-6087196:-_5-3	JAKMIP1	1073	675
GP1BA_CCDS54068.1_ex0_17:4836677-4836700:-_5-5	GP1BA	785	584
PIBF1_CCDS31991.1_ex5_13:73401147-73401170:+_5-4	PIBF1	533	370
DNM1L_CCDS61095.1_ex9_12:32875433-32875456:+_5-3	DNM1L	157	114
HNRNPH3_CCDS7278.1_ex2_10:70098368-70098391:+_5-4	HNRNPH3	432	491
HNRNPL_CCDS33015.1_ex10_19:39336549-39336572:-_5-5	HNRNPL	283	412
TPT1_CCDS66538.1_ex3_13:45914174-45914197:+_7-4	TPT1	280	760
CDC42EP3_CCDS1791.1_ex0_2:37873384-37873407:+_5-2	CDC42EP3	741	592
ZBTB24_CCDS34509.1_ex5_6:109802460-109802483:+_5-3	ZBTB24	498	675
BNIP3L_CCDS6050.1_ex1_8:26248761-26248784:-_5-2	BNIP3L	242	346
CLK3_CCDS10265.1_ex2_15:74914528-74914551:-_5-5	CLK3	817	550
DPPA5_CCDS34483.1_ex1_6:74063731-74063754:+_5-3	DPPA5	665	455
CPNE5_CCDS4825.1_ex19_6:36790825-36790848:+_5-5	CPNE5	689	596
RAP2A_CCDS9485.1_ex0_13:98086861-98086884:+_5-2	RAP2A	550	805
sgPSMD11_8	PSMD11_LS	275	525
C7orf60_CCDS43634.1_ex1_7:112472653-112472676:+_5-2	C7orf60	105	73
PGBD2_CCDS31128.1_ex1_1:249211647-249211670:-_5-1	PGBD2	491	517
AK4_CCDS629.1_ex0_1:65614213-65614236:+_5-2	AK4	683	507
ENOPH1_CCDS3594.1_ex2_4:83372278-83372301:-_5-2	ENOPH1	707	511
NXPH1_CCDS47540.1_ex1_7:8790823-8790846:-_5-2	NXPH1	481	284
NECAB1_CCDS47889.1_ex5_8:91929834-91929857:+_5-4	NECAB1	402	301
GPATCH3_CCDS290.1_ex6_1:27226558-27226581:-_5-3	GPATCH3	973	914
DHCR24_CCDS600.1_ex5_1:55340800-55340823:-_5-2	DHCR24	776	729
SH2D4A_CCDS55206.1_ex5_8:19221643-19221666:+_5-5	SH2D4A	279	278
NCBP2_CCDS3323.1_ex2_3:196666190-196666213:-_7-6	NCBP2	116	288
MLLT10_CCDS55708.1_ex9_10:21962561-21962584:+_7-7	MLLT10	202	293
RBMS2_CCDS8923.1_ex4_12:56965584-56965607:-_5-5	RBMS2	350	275
sgPSMD5_7	PSMD5_LS	820	460
CHGB_CCDS13092.1_ex2_20:5897536-5897559:-_5-1	CHGB	1141	725
MRPL34_CCDS12356.1_ex1_19:17416978-17417001:+_5-1	MRPL34	227	594
SEMG2_CCDS13346.1_ex1_20:43850671-43850694:-_5-4	SEMG2	759	504
GNG7_CCDS12091.1_ex0_19:2515118-2515141:+_4-3	GNG7	723	687
CACNA2D1_CCDS5598.1_ex23_7:81637019-81637042:+_5-2	CACNA2D1	384	227
TGIF2LX_CCDS14459.1_ex0_X:89177429-89177452:+_3-3	TGIF2LX	798	423
MICU1_CCDS55714.1_ex3_10:74183110-74183133:+_5-2	MICU1	599	347
TMEM132E_CCDS11283.1_ex1_17:32953508-32953531:+_5-2	TMEM132E	395	451
NLGN4Y_CCDS14788.1_ex4_Y:16952287-16952310:-_12-11	NLGN4Y	763	389
SRRT_CCDS34709.1_ex7_7:100482572-100482595:+_5-4	SRRT	596	555
NDUFAF6_CCDS6266.2_ex4_8:96057762-96057785:+_5-5	NDUFAF6	57	109
sgMED13_5	MED13_LS	368	330
SCG5_CCDS45207.1_ex0_15:32935860-32935883:+_5-1	SCG5	470	671
CMSS1_CCDS2935.1_ex3_3:99881223-99881246:+_5-1	CMSS1	269	326
ZFP90_CCDS42183.1_ex2_16:68592428-68592451:-_5-1	ZFP90	444	365
RASGEF1C_CCDS4452.1_ex10_5:179563503-179563526:-_5-3	RASGEF1C	984	905
sgCDY1_7	CDY1_LS	2017	968
sgPLRG1_6	PLRG1_LS	0	364
sgHIPK1_6	HIPK1_LS	91	228
GRIN2D_CCDS12719.1_ex6_19:48922579-48922602:-_5-5	GRIN2D	487	420
ARHGAP32_CCDS31718.1_ex9_11:128856516-128856539:+_5-3	ARHGAP32	742	581
sgERCC6L2_5	ERCC6L2_LS	573	253
JAM3_CCDS55799.1_ex2_11:134010578-134010601:+_5-2	JAM3	484	332
LONRF1_CCDS5987.2_ex11_8:12612245-12612268:-_5-3	LONRF1	756	524
EHD1_CCDS8084.1_ex2_11:64627784-64627807:-_5-3	EHD1	432	538
GK5_CCDS33871.1_ex15_3:141944141-141944164:+_5-4	GK5	930	785
CMBL_CCDS3878.1_ex2_5:10286543-10286566:-_5-2	CMBL	961	528
MOB2_CCDS53591.1_ex2_11:1501612-1501635:+_5-2	MOB2	383	338
TTPAL_CCDS13332.2_ex0_20:43108898-43108921:+_5-3	TTPAL	615	426
KRTAP12-3_CCDS42964.1_ex0_21:46078065-46078088:-_5-4	KRTAP12-3	1025	653
sgINO80_2	INO80_LS	30	190
VCPKMT_CCDS41951.1_ex3_14:50582813-50582836:-_5-1	VCPKMT	584	357
sgACTG2_4	ACTG2_LS	0	286
CTDSPL2_CCDS10110.1_ex1_15:44776481-44776504:+_5-2	CTDSPL2	487	392
CTRL00583	NON-TARGETING	310	251
FBXL3_CCDS9457.1_ex3_13:77595717-77595740:+_5-3	FBXL3	210	163
FAM76B_CCDS41700.1_ex5_11:95516404-95516427:-_5-2	FAM76B	175	116
HAUS5_CCDS42550.1_ex7_19:36108183-36108206:-_5-3	HAUS5	181	706
HYAL1_CCDS2816.1_ex2_3:50339931-50339954:-_15-12	HYAL1	766	645
UBE2L3_CCDS13790.1_ex1_22:21947178-21947201:+_9-1	UBE2L3	421	318
WDR3_CCDS898.1_ex9_1:118486040-118486063:-_5-5	WDR3	327	487
THUMPD2_CCDS1805.2_ex8_2:39998726-39998749:+_5-4	THUMPD2	260	213
AKAP7_CCDS5142.2_ex7_6:131602745-131602768:+_14-13	AKAP7	684	475
OTX2_CCDS41960.1_ex0_14:57268903-57268926:+_5-1	OTX2	470	649
ECHDC1_CCDS34530.1_ex1_6:127648210-127648233:-_14-8	ECHDC1	828	486
IQCB1_CCDS33836.1_ex3_3:121507175-121507198:-_5-1	IQCB1	591	229
AXDND1_CCDS30948.1_ex7_1:179354434-179354457:+_5-5	AXDND1	338	339
JPH2_CCDS13325.1_ex4_20:42815094-42815117:-_5-1	JPH2	481	409
LIFR_CCDS3927.1_ex15_5:38523599-38523622:-_5-5	LIFR	354	277
LIPE_CCDS12607.1_ex9_19:42930767-42930790:+_5-5	LIPE	251	285
TBC1D26_CCDS42265.1_ex4_17:15641637-15641660:-_5-4	TBC1D26	1064	493
SLC35F5_CCDS2119.1_ex11_2:114508046-114508069:-_5-4	SLC35F5	246	271
CREB5_CCDS43562.1_ex4_7:28763853-28763876:+_5-2	CREB5	701	401
PWP1_CCDS9114.1_ex6_12:108091317-108091340:-_5-5	PWP1	38	130
MYH7B_CCDS42869.1_ex3_20:33567217-33567240:+_5-1	MYH7B	646	583
MC2R_CCDS11869.1_ex0_18:13885196-13885219:+_5-3	MC2R	649	498
TAF1A_CCDS1531.1_ex6_1:222750837-222750860:+_5-5	TAF1A	110	213
TCTEX1D2_CCDS33929.1_ex2_3:196033853-196033876:-_5-1	TCTEX1D2	310	366
RBM15B_CCDS33764.1_ex0_3:51429110-51429133:+_5-1	RBM15B	851	863
KALRN_CCDS3027.1_ex8_3:124053242-124053265:+_10-4	KALRN	324	424
PRR21_CCDS33417.1_ex0_2:240982291-240982314:+_3-3	PRR21	1292	668
GALNT12_CCDS6737.1_ex3_9:101594115-101594138:+_5-4	GALNT12	694	554
STOX1_CCDS41535.1_ex2_10:70644819-70644842:+_12-12	STOX1	573	617
SFTPA1_CCDS44444.2_ex1_10:81371713-81371736:+_5-2	SFTPA1	870	557
C16orf46_CCDS10932.1_ex0_16:81095731-81095754:-_5-5	C16orf46	610	554
VWDE_CCDS47544.1_ex22_7:12417510-12417533:-_5-3	VWDE	494	442
FBXO10_CCDS47966.1_ex8_9:37537120-37537143:+_5-1	FBXO10	645	512
CD69_CCDS8604.1_ex1_12:9907255-9907278:-_5-1	CD69	782	411
CPE_CCDS3810.1_ex0_4:166300589-166300612:+_5-1	CPE	690	349
MROH6_CCDS47928.1_ex11_8:144653898-144653921:+_5-3	MROH6	253	306
ASPHD2_CCDS13834.2_ex0_22:26829799-26829822:+_5-1	ASPHD2	336	401
PLEKHG7_CCDS31873.1_ex4_12:93147996-93148019:+_5-3	PLEKHG7	246	224
SIGLEC14_CCDS42604.1_ex5_19:52149716-52149739:-_5-5	SIGLEC14	576	528
CYP4V2_CCDS34119.1_ex0_4:187113175-187113198:+_5-1	CYP4V2	619	439
ESR2_CCDS32096.1_ex7_14:64749402-64749425:+_5-5	ESR2	479	311
POLR3D_CCDS34858.1_ex2_8:22105413-22105436:+_5-1	POLR3D	119	433
DNAJA1_CCDS6533.1_ex4_9:33034230-33034253:+_5-5	DNAJA1	339	226
MAST2_CCDS41326.1_ex5_1:46463460-46463483:-_5-2	MAST2	369	359
PGM5_CCDS6622.2_ex6_9:71080063-71080086:+_5-3	PGM5	504	277
KCNE4_CCDS2456.2_ex0_2:223916970-223916993:+_5-1	KCNE4	474	254
CCDC28A_CCDS5192.1_ex0_6:139094905-139094928:+_5-1	CCDC28A	584	535
ATAT1_CCDS4683.2_ex2_6:30595498-30595521:-_5-3	ATAT1	503	420
PRAF2_CCDS14317.1_ex2_X:48931482-48931505:-_5-4	PRAF2	851	763
YTHDF1_CCDS13511.1_ex1_20:61834843-61834866:+_5-2	YTHDF1	927	756
VTI1B_CCDS9786.1_ex2_14:68123284-68123307:-_5-1	VTI1B	398	489
CNPY3_CCDS4875.1_ex2_6:42903390-42903413:+_5-4	CNPY3	632	492
MEFV_CCDS10498.1_ex7_16:3299704-3299727:+_5-3	MEFV	769	501
UTP23_CCDS6320.1_ex1_8:117782583-117782606:+_5-5	UTP23	423	546
RGSL1_CCDS58049.1_ex5_1:182442906-182442929:+_5-3	RGSL1	423	424
POMZP3_CCDS43606.1_ex3_7:76254922-76254945:+_5-4	POMZP3	486	373
SLC2A8_CCDS65138.1_ex3_9:130162273-130162296:-_5-4	SLC2A8	966	561
REM1_CCDS13181.1_ex1_20:30065679-30065702:+_5-4	REM1	127	584
HIC2_CCDS13789.1_ex1_22:21799588-21799611:-_5-1	HIC2	910	890
C12orf54_CCDS8764.1_ex2_12:48880483-48880506:-_5-2	C12orf54	266	312
L2HGDH_CCDS9698.1_ex5_14:50750699-50750722:-_5-1	L2HGDH	479	600
sgDDX39A_1	DDX39A_LS	765	444
sgDDX58_4	DDX58_LS	717	409
PDSS1_CCDS31168.1_ex3_10:26994260-26994283:+_5-2	PDSS1	644	236
ZRANB3_CCDS46419.1_ex10_2:136026563-136026586:+_5-2	ZRANB3	149	260
sgTERF1_5	TERF1_LS	539	415
DDX49_CCDS12390.1_ex2_19:19032529-19032552:+_5-2	DDX49	0	3
ACTG2_CCDS1930.1_ex4_2:74140613-74140636:+_6-4	ACTG2	604	419
TOP2B_CCDS46776.1_ex30_3:25678790-25678813:-_5-5	TOP2B	567	391
LILRB4_CCDS12902.1_ex5_19:55176598-55176621:-_5-4	LILRB4	577	659
ALG10_CCDS41769.1_ex0_12:34175620-34175643:+_3-1	ALG10	260	314
sgTCF4_7	TCF4_LS	386	303
GPRC5A_CCDS8657.1_ex0_12:13061614-13061637:-_5-5	GPRC5A	295	158
sgTRIB3_7	TRIB3_LS	449	544
FGF3_CCDS8195.1_ex2_11:69633551-69633574:+_5-4	FGF3	1108	727
NPHP1_CCDS2086.1_ex14_2:110926027-110926050:-_5-3	NPHP1	370	296
MID2_CCDS14532.2_ex1_X:107084137-107084160:+_5-1	MID2	442	475
KLHL3_CCDS4192.1_ex8_5:136997659-136997682:-_5-4	KLHL3	604	489
CHFR_CCDS31937.1_ex9_12:133434114-133434137:+_5-2	CHFR	875	604
EIF4G3_CCDS214.1_ex28_1:21307539-21307562:-_5-4	EIF4G3	510	328
C2orf42_CCDS1899.1_ex7_2:70409010-70409033:-_5-5	C2orf42	660	396
RNF207_CCDS59.2_ex5_1:6269574-6269597:-_5-5	RNF207	864	636
KIAA2018_CCDS43133.1_ex0_3:113379978-113380001:-_5-4	KIAA2018	915	596
CHD1_CCDS34204.1_ex32_5:98239498-98239521:+_5-5	CHD1	455	266
AFAP1L2_CCDS31286.1_ex11_10:116070121-116070144:+_5-2	AFAP1L2	494	465
SRP72_CCDS3506.1_ex8_4:57349418-57349441:+_5-5	SRP72	674	523
SH3TC1_CCDS3399.1_ex3_4:8216242-8216265:-_5-2	SH3TC1	664	436
PRSS37_CCDS34764.1_ex2_7:141537797-141537820:-_5-3	PRSS37	338	483
SCN3B_CCDS8442.1_ex2_11:123513316-123513339:+_5-2	SCN3B	892	707
IFT88_CCDS31944.1_ex6_13:21166488-21166511:-_5-2	IFT88	560	463
SNX3_CCDS5064.1_ex1_6:108535786-108535809:+_5-1	SNX3	345	390
DDX31_CCDS6951.1_ex19_9:135545291-135545314:+_5-3	DDX31	328	497
CTRL00653	NON-TARGETING	700	492
NELFB_CCDS7040.1_ex1_9:140150485-140150508:+_5-2	NELFB	622	503
TRAIP_CCDS2806.1_ex7_3:49878482-49878505:-_5-1	TRAIP	58	113
ZNF787_CCDS42634.1_ex0_19:56599827-56599850:-_5-1	ZNF787	730	748
MTHFD1_CCDS9763.1_ex10_14:64892770-64892793:-_5-5	MTHFD1	262	348
PISD_CCDS13899.1_ex4_22:32017805-32017828:+_5-2	PISD	101	738
ADH1A_CCDS3648.1_ex4_4:100205756-100205779:+_5-2	ADH1A	375	303
ABHD14A_CCDS2843.1_ex2_3:52012300-52012323:+_5-3	ABHD14A	401	315
SLC7A4_CCDS33608.1_ex3_22:21385770-21385793:+_5-3	SLC7A4	434	550
SMOC1_CCDS32110.1_ex5_14:70459168-70459191:+_5-5	SMOC1	696	623
POMZP3_CCDS43606.1_ex2_7:76247602-76247625:-_5-1	POMZP3	419	334
SYT14_CCDS31014.1_ex4_1:210267747-210267770:-_5-4	SYT14	365	489
ALYREF_CCDS32768.2_ex5_17:79849197-79849220:+_5-3	ALYREF	49	394
RANBP1_CCDS13775.1_ex2_22:20109816-20109839:+_5-3	RANBP1	529	432
NXPH1_CCDS47540.1_ex1_7:8791042-8791065:+_5-5	NXPH1	605	401
GPR31_CCDS5299.1_ex0_6:167571155-167571178:+_5-5	GPR31	696	500
REPS1_CCDS47488.1_ex15_6:139266396-139266419:-_5-3	REPS1	390	358
sgITK_5	ITK_LS	329	369
SLC17A7_CCDS12764.1_ex10_19:49939921-49939944:+_5-5	SLC17A7	471	577
sgSTK25_6	STK25_LS	442	299
UIMC1_CCDS4408.1_ex10_5:176396661-176396684:-_5-4	UIMC1	692	634
C21orf59_CCDS13617.1_ex5_21:33982258-33982281:+_5-4	C21orf59	139	306
UBE2D2_CCDS43369.1_ex4_5:138994529-138994552:+_7-7	UBE2D2	314	150
UTP18_CCDS42362.1_ex5_17:49353237-49353260:-_5-4	UTP18	395	578
RPS6KC1_CCDS1513.1_ex5_1:213303078-213303101:+_5-3	RPS6KC1	976	479
GZMA_CCDS3965.1_ex1_5:54401385-54401408:-_5-2	GZMA	639	383
RAPGEF1_CCDS48047.1_ex17_9:134504605-134504628:+_5-3	RAPGEF1	312	506
ORMDL2_CCDS8893.1_ex1_12:56213171-56213194:+_5-4	ORMDL2	212	329
ZNF280B_CCDS13799.1_ex0_22:22843386-22843409:+_5-4	ZNF280B	589	411
GLYR1_CCDS10524.1_ex11_16:4882170-4882193:-_5-5	GLYR1	417	342
KCNJ5_CCDS8479.1_ex0_11:128781448-128781471:-_5-3	KCNJ5	483	346
IFITM10_CCDS53593.2_ex1_11:1769122-1769145:+_5-4	IFITM10	1125	804
OXSM_CCDS2643.1_ex0_3:25833057-25833080:+_5-4	OXSM	260	329
ADRBK2_CCDS13832.1_ex10_22:26083499-26083522:-_5-4	ADRBK2	503	339
SERPINB13_CCDS11985.1_ex2_18:61259654-61259677:+_5-3	SERPINB13	310	185
PPIP5K2_CCDS34207.1_ex7_5:102486971-102486994:+_5-4	PPIP5K2	560	335
IL13_CCDS4157.1_ex1_5:131995111-131995134:+_5-2	IL13	923	661
FAM98C_CCDS42562.1_ex2_19:38894258-38894281:+_5-3	FAM98C	793	845
MC5R_CCDS11868.1_ex0_18:13826047-13826070:-_5-2	MC5R	372	243
ANKRD31_CCDS47233.1_ex20_5:74502264-74502287:-_5-4	ANKRD31	551	465
TMBIM6_CCDS31797.1_ex1_12:50146802-50146825:-_5-1	TMBIM6	449	265
ZNF671_CCDS12961.1_ex1_19:58233729-58233752:+_5-4	ZNF671	644	515
TBC1D10C_CCDS58150.1_ex2_11:67172869-67172892:+_5-4	TBC1D10C	637	576
BBS2_CCDS32451.1_ex11_16:56540040-56540063:-_5-3	BBS2	241	151
POMT1_CCDS43894.1_ex7_9:134385759-134385782:-_5-3	POMT1	790	695
CD22_CCDS12457.1_ex6_19:35832243-35832266:+_5-5	CD22	999	578
HECW2_CCDS33354.1_ex20_2:197183609-197183632:+_5-2	HECW2	774	464
PPAP2A_CCDS34159.1_ex3_5:54763750-54763773:-_5-2	PPAP2A	741	400
COBLL1_CCDS2223.2_ex8_2:165578777-165578800:+_5-2	COBLL1	299	152
NT5C_CCDS11715.1_ex3_17:73127301-73127324:+_5-3	NT5C	523	736
CILP_CCDS10203.1_ex5_15:65499338-65499361:-_5-5	CILP	585	543
KIAA1033_CCDS41826.1_ex14_12:105531748-105531771:-_5-4	KIAA1033	494	248
CHST9_CCDS42422.1_ex0_18:24497202-24497225:-_8-4	CHST9	669	443
PYROXD1_CCDS31755.1_ex4_12:21605047-21605070:+_5-4	PYROXD1	157	369
MPO_CCDS11604.1_ex5_17:56355395-56355418:+_5-2	MPO	546	464
FTO_CCDS32448.1_ex2_16:53860299-53860322:+_5-5	FTO	506	393
NLRP3_CCDS1632.1_ex0_1:247582313-247582336:+_5-1	NLRP3	766	529
IDH3G_CCDS14730.1_ex11_X:153056262-153056285:+_5-5	IDH3G	538	372
NIPSNAP1_CCDS13860.1_ex8_22:29966450-29966473:-_5-4	NIPSNAP1	472	528
LYZL4_CCDS2697.1_ex2_3:42448478-42448501:-_5-4	LYZL4	659	483
MCUR1_CCDS35495.1_ex8_6:13814254-13814277:+_5-2	MCUR1	907	648
S100A12_CCDS1037.1_ex1_1:153346925-153346948:-_5-3	S100A12	408	327
FKBP10_CCDS11409.1_ex4_17:39975587-39975610:-_5-5	FKBP10	709	527
TMEM245_CCDS43858.1_ex12_9:111849474-111849497:+_5-1	TMEM245	631	546
AKR1D1_CCDS55169.1_ex2_7:137776575-137776598:-_5-3	AKR1D1	487	301
PHLDB1_CCDS44750.1_ex4_11:118498445-118498468:-_5-3	PHLDB1	485	407
PABPC3_CCDS9311.1_ex0_13:25670503-25670526:+_5-1	PABPC3	625	379
SEPW1_CCDS59402.1_ex3_19:48284417-48284440:+_5-5	SEPW1	245	134
sgRPL8_8	RPL8_LS	40	510
HS6ST1_CCDS42748.1_ex0_2:129026376-129026399:+_5-1	HS6ST1	658	771
ELK3_CCDS9060.1_ex1_12:96641030-96641053:-_5-4	ELK3	913	625
SRPX2_CCDS14471.1_ex2_X:99917327-99917350:-_5-3	SRPX2	1494	603
HSPA4L_CCDS3734.1_ex5_4:128722932-128722955:+_5-3	HSPA4L	1218	713
C20orf166_CCDS46627.1_ex2_20:61167752-61167775:+_5-5	C20orf166	572	605
STC1_CCDS6043.1_ex1_8:23708969-23708992:+_5-1	STC1	630	466
CYP2J2_CCDS613.1_ex7_1:60381627-60381650:+_5-3	CYP2J2	925	741
ZBTB18_CCDS1622.1_ex1_1:244217520-244217543:+_5-3	ZBTB18	911	569
PDZK1_CCDS55629.1_ex0_1:145747159-145747182:+_6-2	PDZK1	539	488
TGIF2_CCDS13278.1_ex1_20:35219390-35219413:+_5-3	TGIF2	974	733
NOL6_CCDS6543.1_ex19_9:33469080-33469103:-_5-1	NOL6	88	406
FGD5_CCDS46767.1_ex0_3:14862139-14862162:+_5-4	FGD5	500	494
CCDC51_CCDS2766.2_ex0_3:48474492-48474515:+_5-4	CCDC51	436	289
STARD13_CCDS9348.1_ex9_13:33703433-33703456:+_5-2	STARD13	453	552
FAM161B_CCDS9822.2_ex8_14:74416810-74416833:-_5-5	FAM161B	737	515
C14orf1_CCDS9845.1_ex2_14:76121312-76121335:-_5-4	C14orf1	260	193
HSPE1_CCDS2320.1_ex1_2:198365925-198365948:+_5-2	HSPE1	41	267
sgWBP11_8	WBP11_LS	20	142
ANKRD27_CCDS32986.1_ex17_19:33130283-33130306:-_5-3	ANKRD27	417	230
GNPTAB_CCDS9088.1_ex18_12:102183801-102183824:+_5-4	GNPTAB	549	468
SEC61G_CCDS5513.1_ex1_7:54823525-54823548:-_4-1	SEC61G	17	123
PSMA5_CCDS55619.1_ex3_1:109954527-109954550:+_5-2	PSMA5	0	44
sgCCNA2_7	CCNA2_LS	127	436
HINT1_CCDS4147.1_ex1_5:130498323-130498346:+_5-4	HINT1	686	396
PCDHGB4_CCDS54928.1_ex0_5:140768704-140768727:+_5-5	PCDHGB4	824	487
GALR2_CCDS11739.1_ex1_17:74072862-74072885:+_5-4	GALR2	1032	801
sgPSMB4_2	PSMB4_LS	120	544
MMP20_CCDS8318.1_ex8_11:102487587-102487610:+_5-4	MMP20	665	448
ELK3_CCDS9060.1_ex1_12:96640923-96640946:-_5-2	ELK3	628	491
NUCB1_CCDS12740.1_ex3_19:49414502-49414525:-_5-2	NUCB1	600	448
PHIP_CCDS4987.1_ex21_6:79707253-79707276:-_5-2	PHIP	364	171
BOK_CCDS2550.1_ex2_2:242509529-242509552:+_5-4	BOK	524	474
NAA25_CCDS9159.1_ex11_12:112498082-112498105:+_5-1	NAA25	279	436
KPRP_CCDS30862.1_ex0_1:152732717-152732740:-_5-5	KPRP	413	500
KIAA0825_CCDS4070.1_ex0_5:93856512-93856535:+_5-3	KIAA0825	292	242
DECR1_CCDS6250.1_ex1_8:91029524-91029547:-_5-2	DECR1	570	431
FAM110B_CCDS6170.1_ex0_8:59059047-59059070:+_5-2	FAM110B	806	606
NFKBIE_CCDS34463.1_ex5_6:44233062-44233085:-_5-3	NFKBIE	606	549
CACNA1S_CCDS1407.1_ex42_1:201079373-201079396:+_5-5	CACNA1S	722	402
PRPF40A_CCDS46430.1_ex23_2:153551044-153551067:+_5-3	PRPF40A	216	321
GALNTL5_CCDS5929.1_ex0_7:151664524-151664547:+_5-1	GALNTL5	152	74
TFAM_CCDS59217.1_ex1_10:60146034-60146057:-_6-3	TFAM	151	106
UCN2_CCDS2772.1_ex0_3:48600442-48600465:+_5-5	UCN2	483	441
MLYCD_CCDS42206.1_ex2_16:83941774-83941797:+_5-4	MLYCD	490	405
SLC41A1_CCDS30988.1_ex8_1:205770182-205770205:-_5-3	SLC41A1	759	612
CALCOCO1_CCDS44908.1_ex8_12:54115369-54115392:+_5-2	CALCOCO1	376	455
PRKCE_CCDS1824.1_ex6_2:46228561-46228584:+_5-5	PRKCE	557	468
NAGK_CCDS33220.2_ex0_2:71295765-71295788:+_5-1	NAGK	615	362
PDZK1IP1_CCDS546.1_ex2_1:47653004-47653027:+_5-3	PDZK1IP1	268	317
